movieId,title,genres,naver_url,img_url
25,Leaving Las Vegas (1995),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17274,https://movie-phinf.pstatic.net/20111222_52/1324529479274wB2bJ_JPEG/movie_image.jpg?type=m203_290_2
26,Othello (1995),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17450,https://movie-phinf.pstatic.net/20111221_17/13244610406775UtYA_JPEG/movie_image.jpg?type=m203_290_2
27,Now and Then (1995),Children|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17450,https://movie-phinf.pstatic.net/20111221_29/1324457209555B57K3_JPEG/movie_image.jpg?type=m203_290_2
28,Persuasion (1995),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17450,https://movie-phinf.pstatic.net/20111222_268/1324494216981rEXi1_JPEG/movie_image.jpg?type=m203_290_2
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17450,https://movie-phinf.pstatic.net/20111223_236/1324570510094Cs3uY_JPEG/movie_image.jpg?type=m203_290_2
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=27364,https://movie-phinf.pstatic.net/20111221_124/1324455254713neWDA_JPEG/movie_image.jpg?type=m203_290_2
31,Dangerous Minds (1995),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17504,https://movie-phinf.pstatic.net/20111221_252/1324471088996e4QqX_JPEG/movie_image.jpg?type=m203_290_2
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17758,https://movie-phinf.pstatic.net/20111223_236/1324587168774v1rWh_JPEG/movie_image.jpg?type=m203_290_2
34,Babe (1995),Children|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49359,https://movie-phinf.pstatic.net/20111223_36/13245864972002gPiW_JPEG/movie_image.jpg?type=m203_290_2
36,Dead Man Walking (1995),Crime|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17744,https://movie-phinf.pstatic.net/20111222_169/1324539894492WWJs1_JPEG/movie_image.jpg?type=m203_290_2
38,It Takes Two (1995),Children|Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18905,https://movie-phinf.pstatic.net/20111222_71/1324482323436YzT0C_JPEG/movie_image.jpg?type=m203_290_2
39,Clueless (1995),Comedy|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17417,https://movie-phinf.pstatic.net/20111216_222/1324026462525H4lkn_JPEG/movie_image.jpg?type=m203_290_2
40,"Cry, the Beloved Country (1995)",Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17959,0
41,Richard III (1995),Drama|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18699,https://movie-phinf.pstatic.net/20111222_251/1324485422708UyAF8_JPEG/movie_image.jpg?type=m203_290_2
42,Dead Presidents (1995),Action|Crime|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25439,https://movie-phinf.pstatic.net/20111222_163/1324565772896ehxsY_JPEG/movie_image.jpg?type=m203_290_2
43,Restoration (1995),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=72406,https://movie-phinf.pstatic.net/20111223_113/1324604666175RRa6m_JPEG/movie_image.jpg?type=m203_290_2
44,Mortal Kombat (1995),Action|Adventure|Fantasy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17708,https://movie-phinf.pstatic.net/20111223_165/1324618115156aFkyt_JPEG/movie_image.jpg?type=m203_290_2
45,To Die For (1995),Comedy|Drama|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185294,https://movie-phinf.pstatic.net/20190508_297/1557282152384xSDsb_JPEG/movie_image.jpg?type=m203_290_2
46,How to Make an American Quilt (1995),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18230,https://movie-phinf.pstatic.net/20111212_53/1323671944113NFMQA_JPEG/movie_image.jpg?type=m203_290_2
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17062,https://movie-phinf.pstatic.net/20161010_61/1476063576511DfVBh_JPEG/movie_image.jpg?type=m203_290_2
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17230,https://movie-phinf.pstatic.net/20170418_244/1492495901672bJNrQ_JPEG/movie_image.jpg?type=m203_290_2
49,When Night Is Falling (1995),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33180,https://movie-phinf.pstatic.net/20111222_291/1324485450338Fw0bc_JPEG/movie_image.jpg?type=m203_290_2
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0,0
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18446,0
53,Lamerica (1994),Adventure|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65406,0
54,"Big Green, The (1995)",Children|Comedy,0,0
55,Georgia (1995),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17539,https://movie-phinf.pstatic.net/20111222_85/13244943230113NF3a_JPEG/movie_image.jpg?type=m203_290_2
57,Home for the Holidays (1995),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=73184,https://movie-phinf.pstatic.net/20111223_269/1324601769341XnkoD_JPEG/movie_image.jpg?type=m203_290_2
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,0,0
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,0,0
61,Eye for an Eye (1996),Drama|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67785,https://movie-phinf.pstatic.net/20111223_223/1324569385664b0OV6_JPEG/movie_image.jpg?type=m203_290_2
62,Mr. Holland's Opus (1995),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17459,https://movie-phinf.pstatic.net/20111222_157/1324564525134SmaOa_JPEG/movie_image.jpg?type=m203_290_2
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,https://movie.naver.com/movie/bi/mi/basic.nhn?code=83757,0
64,Two if by Sea (1996),Comedy|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17752,https://movie-phinf.pstatic.net/20111221_231/1324454541019VnVL2_JPEG/movie_image.jpg?type=m203_290_2
65,Bio-Dome (1996),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25001,https://movie-phinf.pstatic.net/20111221_112/1324456483681mNnmW_JPEG/movie_image.jpg?type=m203_290_2
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17702,https://movie-phinf.pstatic.net/20111222_93/1324494444433G4fnr_JPEG/movie_image.jpg?type=m203_290_2
68,French Twist (Gazon maudit) (1995),Comedy|Romance,0,0
69,Friday (1995),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=49857,https://movie-phinf.pstatic.net/20111222_264/13245559682452OEgx_JPEG/movie_image.jpg?type=m203_290_2
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31277,https://movie-phinf.pstatic.net/20111221_48/1324458674751DhR7l_JPEG/movie_image.jpg?type=m203_290_2
71,Fair Game (1995),Action,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17148,https://movie-phinf.pstatic.net/20111221_132/13244563760561FwE8_JPEG/movie_image.jpg?type=m203_290_2
72,Kicking and Screaming (1995),Comedy|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65880,https://movie-phinf.pstatic.net/20111222_19/1324500623814M5Ji0_JPEG/movie_image.jpg?type=m203_290_2
73,"Misérables, Les (1995)",Drama|War,0,0
74,Bed of Roses (1996),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17691,https://movie-phinf.pstatic.net/20111216_205/132402848034117WRv_JPEG/movie_image.jpg?type=m203_290_2
75,Big Bully (1996),Comedy|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18998,https://movie-phinf.pstatic.net/20111222_30/1324485901688uNpGB_JPEG/movie_image.jpg?type=m203_290_2
76,Screamers (1995),Action|Sci-Fi|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18889,https://movie-phinf.pstatic.net/20111223_178/13246144165777BTxz_JPEG/movie_image.jpg?type=m203_290_2
77,Nico Icon (1995),Documentary,0,0
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,0,0
79,"Juror, The (1996)",Drama|Thriller,0,0
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,0,0
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18774,0
82,Antonia's Line (Antonia) (1995),Comedy|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17972,https://movie-phinf.pstatic.net/20111223_290/1324568205561h6HM0_JPEG/movie_image.jpg?type=m203_290_2
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,0,0
85,Angels and Insects (1995),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18218,0
86,White Squall (1996),Action|Adventure|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17750,https://movie-phinf.pstatic.net/20111222_165/1324541771313riiW8_JPEG/movie_image.jpg?type=m203_290_2
87,Dunston Checks In (1996),Children|Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17772,https://movie-phinf.pstatic.net/20111222_171/1324483625352lSJrr_JPEG/movie_image.jpg?type=m203_290_2
88,Black Sheep (1996),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62794,https://movie-phinf.pstatic.net/20111221_248/1324471856271OCMQF_JPEG/movie_image.jpg?type=m203_290_2
89,Nick of Time (1995),Action|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18776,https://movie-phinf.pstatic.net/20111221_218/1324456980124XDwEn_JPEG/movie_image.jpg?type=m203_290_2
92,Mary Reilly (1996),Drama|Horror|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18723,https://movie-phinf.pstatic.net/20111221_138/132446075468648W6X_JPEG/movie_image.jpg?type=m203_290_2
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=23862,https://movie-phinf.pstatic.net/20111223_283/1324608214634pe7Gf_JPEG/movie_image.jpg?type=m203_290_2
94,Beautiful Girls (1996),Comedy|Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=33330,0
95,Broken Arrow (1996),Action|Adventure|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18174,https://movie-phinf.pstatic.net/20111223_54/1324571506772PAlNa_JPEG/movie_image.jpg?type=m203_290_2
96,In the Bleak Midwinter (1995),Comedy|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19398,https://movie-phinf.pstatic.net/20111222_226/1324516030346bNC3M_JPEG/movie_image.jpg?type=m203_290_2
97,"Hate (Haine, La) (1995)",Crime|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156449,https://movie-phinf.pstatic.net/20170106_195/14836660283026SAhQ_JPEG/movie_image.jpg?type=m203_290_2
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0,0
100,City Hall (1996),Drama|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=53030,https://movie-phinf.pstatic.net/20111223_26/13245677242822DQRm_JPEG/movie_image.jpg?type=m203_290_2
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18942,https://movie-phinf.pstatic.net/20111223_236/1324614372707ajgqr_JPEG/movie_image.jpg?type=m203_290_2
102,Mr. Wrong (1996),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18962,https://movie-phinf.pstatic.net/20111222_195/1324496575479hxKiR_JPEG/movie_image.jpg?type=m203_290_2
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=139674,https://movie-phinf.pstatic.net/20160216_23/1455609762027BQjru_JPEG/movie_image.jpg?type=m203_290_2
104,Happy Gilmore (1996),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=23958,https://movie-phinf.pstatic.net/20111222_41/1324540784206WXxBh_JPEG/movie_image.jpg?type=m203_290_2
105,"Bridges of Madison County, The (1995)",Drama|Romance,0,0
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24157,https://movie-phinf.pstatic.net/20111221_128/1324448666418noQYF_JPEG/movie_image.jpg?type=m203_290_2
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18963,https://movie-phinf.pstatic.net/20111222_8/1324494419418rfjjb_JPEG/movie_image.jpg?type=m203_290_2
108,Catwalk (1996),Documentary,https://movie.naver.com/movie/bi/mi/basic.nhn?code=138620,https://movie-phinf.pstatic.net/20150421_102/1429598314716pm9cB_JPEG/movie_image.jpg?type=m203_290_2
110,Braveheart (1995),Action|Drama|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17162,https://movie-phinf.pstatic.net/20111223_36/1324634876338S6xxQ_JPEG/movie_image.jpg?type=m203_290_2
111,Taxi Driver (1976),Crime|Drama|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10793,0
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,https://movie.naver.com/movie/bi/mi/basic.nhn?code=62197,0
113,Before and After (1996),Drama|Mystery,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17460,https://movie-phinf.pstatic.net/20111222_32/1324564638205T2KKu_JPEG/movie_image.jpg?type=m203_290_2
116,Anne Frank Remembered (1995),Documentary,0,0
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,0,0
118,If Lucy Fell (1996),Comedy|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18957,https://movie-phinf.pstatic.net/20111221_98/1324464306229QcdcB_JPEG/movie_image.jpg?type=m203_290_2
119,"Steal Big, Steal Little (1995)",Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24117,https://movie-phinf.pstatic.net/20111222_78/1324540782079yG9Fw_JPEG/movie_image.jpg?type=m203_290_2
121,"Boys of St. Vincent, The (1992)",Drama,0,0
122,Boomerang (1992),Comedy|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97693,https://movie-phinf.pstatic.net/20130429_248/1367215419295wENEK_JPEG/movie_image.jpg?type=m203_290_2
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17059,https://movie-phinf.pstatic.net/20131202_119/1385964027734JyrKR_JPEG/movie_image.jpg?type=m203_290_2
125,Flirting With Disaster (1996),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=28994,https://movie-phinf.pstatic.net/20111222_51/1324487801049wte63_JPEG/movie_image.jpg?type=m203_290_2
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,0,0
128,Jupiter's Wife (1994),Documentary,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64818,https://movie-phinf.pstatic.net/20111221_281/1324479203459iRuQK_JPEG/movie_image.jpg?type=m203_290_2
129,Pie in the Sky (1996),Comedy|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24472,0
132,Jade (1995),Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65551,https://movie-phinf.pstatic.net/20150403_178/1428021830665MJGR0_JPEG/movie_image.jpg?type=m203_290_2
135,Down Periscope (1996),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17756,https://movie-phinf.pstatic.net/20111221_196/1324467065072ojscO_JPEG/movie_image.jpg?type=m203_290_2
137,Man of the Year (1995),Documentary,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10939,0
140,Up Close and Personal (1996),Drama|Romance,0,0
141,"Birdcage, The (1996)",Comedy,0,0
144,"Brothers McMullen, The (1995)",Comedy,0,0
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=76960,https://movie-phinf.pstatic.net/20200107_50/1578361868623t7Qp6_JPEG/movie_image.jpg?type=m203_290_2
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,0,0
147,"Basketball Diaries, The (1995)",Drama,0,0
148,"Awfully Big Adventure, An (1995)",Drama,0,0
149,Amateur (1994),Crime|Drama|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=157340,https://movie-phinf.pstatic.net/20180529_262/1527575687160QT88F_JPEG/movie_image.jpg?type=m203_290_2
150,Apollo 13 (1995),Adventure|Drama|IMAX,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17692,https://movie-phinf.pstatic.net/20111223_68/1324648526756R1DWG_JPEG/movie_image.jpg?type=m203_290_2
151,Rob Roy (1995),Action|Drama|Romance|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17036,https://movie-phinf.pstatic.net/20111216_239/1324027828709D9F43_JPEG/movie_image.jpg?type=m203_290_2
152,"Addiction, The (1995)",Drama|Horror,0,0
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17290,https://movie-phinf.pstatic.net/20111223_247/1324580502906DdBW8_JPEG/movie_image.jpg?type=m203_290_2
154,Beauty of the Day (Belle de jour) (1967),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=11041,https://movie-phinf.pstatic.net/20131230_85/138836950528757BJD_JPEG/movie_image.jpg?type=m203_290_2
155,Beyond Rangoon (1995),Adventure|Drama|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17696,https://movie-phinf.pstatic.net/20111222_203/1324487598473Sp8oX_JPEG/movie_image.jpg?type=m203_290_2
156,Blue in the Face (1995),Comedy|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29301,0
157,Canadian Bacon (1995),Comedy|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18902,https://movie-phinf.pstatic.net/20111223_197/13245760228286cowD_JPEG/movie_image.jpg?type=m203_290_2
158,Casper (1995),Adventure|Children,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17571,https://movie-phinf.pstatic.net/20111221_276/1324464421617yMSf0_JPEG/movie_image.jpg?type=m203_290_2
159,Clockers (1995),Crime|Drama|Mystery,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18903,https://movie-phinf.pstatic.net/20111221_76/132446068037376hzl_JPEG/movie_image.jpg?type=m203_290_2
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17565,https://movie-phinf.pstatic.net/20150819_93/1439967800245Mym0k_JPEG/movie_image.jpg?type=m203_290_2
161,Crimson Tide (1995),Drama|Thriller|War,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17486,https://movie-phinf.pstatic.net/20111222_154/1324539862554f7Wxr_JPEG/movie_image.jpg?type=m203_290_2
162,Crumb (1994),Documentary,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119190,0
163,Desperado (1995),Action|Romance|Western,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17147,https://movie-phinf.pstatic.net/20111221_2/1324453265038z2A3V_JPEG/movie_image.jpg?type=m203_290_2
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18478,https://movie-phinf.pstatic.net/20111221_201/1324471160211n3sd4_JPEG/movie_image.jpg?type=m203_290_2
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,0,0
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,0,0
168,First Knight (1995),Action|Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17124,https://movie-phinf.pstatic.net/20111223_153/1324646710476xeoz9_JPEG/movie_image.jpg?type=m203_290_2
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17292,https://movie-phinf.pstatic.net/20111221_165/1324465066081lXjoA_JPEG/movie_image.jpg?type=m203_290_2
170,Hackers (1995),Action|Adventure|Crime|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18904,https://movie-phinf.pstatic.net/20111222_88/1324539919380CXCrU_JPEG/movie_image.jpg?type=m203_290_2
171,Jeffrey (1995),Comedy|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120808,0
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17505,https://movie-phinf.pstatic.net/20111221_96/1324449132993j8Qug_JPEG/movie_image.jpg?type=m203_290_2
173,Judge Dredd (1995),Action|Crime|Sci-Fi,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17422,https://movie-phinf.pstatic.net/20131125_17/1385355728243TPxP6_JPEG/movie_image.jpg?type=m203_290_2
174,Jury Duty (1995),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16262,0
175,Kids (1995),Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164113,https://movie-phinf.pstatic.net/20180712_129/1531361619861G1Cpf_JPEG/movie_image.jpg?type=m203_290_2
176,Living in Oblivion (1995),Comedy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24920,0
177,Lord of Illusions (1995),Horror,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18916,https://movie-phinf.pstatic.net/20111222_131/1324535913046t0cPE_JPEG/movie_image.jpg?type=m203_290_2
178,Love & Human Remains (1993),Comedy|Drama,https://movie.naver.com/movie/bi/mi/basic.nhn?code=188361,https://movie-phinf.pstatic.net/20200327_130/1585284353702ajP1I_JPEG/movie_image.jpg?type=m203_290_2
179,Mad Love (1995),Drama|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17980,https://movie-phinf.pstatic.net/20111212_229/132367191927494QhR_JPEG/movie_image.jpg?type=m203_290_2
180,Mallrats (1995),Comedy|Romance,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18898,https://movie-phinf.pstatic.net/20111216_80/1324028223083gWb7P_JPEG/movie_image.jpg?type=m203_290_2
